constraint_schema,constraint_name,constraint_type,table_schema,table_name,constraint_definition,is_deferrable,initially_deferred
public,access_methods_key_key,UNIQUE,public,access_methods,UNIQUE (key),false,false
public,access_methods_pkey,PRIMARY KEY,public,access_methods,PRIMARY KEY (id),false,false
public,action_definitions_action_type_check,CHECK,public,action_definitions,"CHECK (action_type = ANY (ARRAY['navigate'::text, 'open_drawer'::text, 'open_form'::text, 'update_status'::text, 'update_field'::text, 'start_workflow'::text, 'external_link'::text, 'ui_intent'::text]))",false,false
public,action_definitions_org_id_fkey,FOREIGN KEY,public,action_definitions,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE CASCADE,false,false
public,action_definitions_pkey,PRIMARY KEY,public,action_definitions,PRIMARY KEY (id),false,false
public,action_definitions_workflow_id_fkey,FOREIGN KEY,public,action_definitions,FOREIGN KEY (workflow_id) REFERENCES workflows(id) ON DELETE SET NULL,false,false
public,action_links_pkey,PRIMARY KEY,public,action_links,PRIMARY KEY (id),false,false
public,action_links_token_key,UNIQUE,public,action_links,UNIQUE (token),false,false
public,action_placements_action_definition_id_fkey,FOREIGN KEY,public,action_placements,FOREIGN KEY (action_definition_id) REFERENCES action_definitions(id) ON DELETE CASCADE,false,false
public,action_placements_department_id_fkey,FOREIGN KEY,public,action_placements,FOREIGN KEY (department_id) REFERENCES departments(id) ON DELETE CASCADE,false,false
public,action_placements_display_style_check,CHECK,public,action_placements,"CHECK (display_style = ANY (ARRAY['button'::text, 'icon_button'::text, 'link'::text, 'menu_item'::text]))",false,false
public,action_placements_org_id_fkey,FOREIGN KEY,public,action_placements,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE CASCADE,false,false
public,action_placements_pkey,PRIMARY KEY,public,action_placements,PRIMARY KEY (id),false,false
public,action_placements_slot_check,CHECK,public,action_placements,"CHECK (slot = ANY (ARRAY['primary'::text, 'secondary'::text, 'overflow'::text, 'right_rail'::text, 'row_inline'::text, 'header'::text]))",false,false
public,action_placements_surface_check,CHECK,public,action_placements,"CHECK (surface = ANY (ARRAY['record_header'::text, 'record_section'::text, 'queue_row'::text, 'work_unit'::text, 'department'::text, 'workspace'::text, 'right_rail'::text]))",false,false
public,action_placements_work_unit_id_fkey,FOREIGN KEY,public,action_placements,FOREIGN KEY (work_unit_id) REFERENCES work_units(id) ON DELETE CASCADE,false,false
public,activity_log_pkey,PRIMARY KEY,public,activity_log,PRIMARY KEY (id),false,false
public,addon_frequencies_key_key,UNIQUE,public,addon_frequencies,UNIQUE (key),false,false
public,addon_frequencies_pkey,PRIMARY KEY,public,addon_frequencies,PRIMARY KEY (id),false,false
public,addon_types_key_key,UNIQUE,public,addon_types,UNIQUE (key),false,false
public,addon_types_pkey,PRIMARY KEY,public,addon_types,PRIMARY KEY (id),false,false
public,addon_types_vertical_id_fkey,FOREIGN KEY,public,addon_types,FOREIGN KEY (vertical_id) REFERENCES verticals(id) ON DELETE CASCADE,false,false
public,agent_v0_apply_audit_org_id_fkey,FOREIGN KEY,public,agent_v0_apply_audit,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE CASCADE,false,false
public,agent_v0_apply_audit_pkey,PRIMARY KEY,public,agent_v0_apply_audit,PRIMARY KEY (id),false,false
public,agent_v0_apply_audit_work_unit_id_fkey,FOREIGN KEY,public,agent_v0_apply_audit,FOREIGN KEY (work_unit_id) REFERENCES work_units(id) ON DELETE CASCADE,false,false
public,chk_agent_v0_apply_terminal,CHECK,public,agent_v0_apply_audit,"CHECK (terminal_status = ANY (ARRAY['success'::text, 'failed'::text]))",false,false
public,fk_agent_v0_apply_proposal,FOREIGN KEY,public,agent_v0_apply_audit,FOREIGN KEY (proposal_id) REFERENCES agent_v0_proposals(proposal_id) ON DELETE CASCADE,false,false
public,ux_agent_v0_apply_audit_result_id,UNIQUE,public,agent_v0_apply_audit,UNIQUE (result_id),false,false
public,agent_v0_proposals_org_id_fkey,FOREIGN KEY,public,agent_v0_proposals,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE CASCADE,false,false
public,agent_v0_proposals_pkey,PRIMARY KEY,public,agent_v0_proposals,PRIMARY KEY (id),false,false
public,agent_v0_proposals_work_unit_id_fkey,FOREIGN KEY,public,agent_v0_proposals,FOREIGN KEY (work_unit_id) REFERENCES work_units(id) ON DELETE CASCADE,false,false
public,ux_agent_v0_proposals_proposal_id,UNIQUE,public,agent_v0_proposals,UNIQUE (proposal_id),false,false
public,agent_v1_record_layout_apply_aud_record_overview_layout_id_fkey,FOREIGN KEY,public,agent_v1_record_layout_apply_audit,FOREIGN KEY (record_overview_layout_id) REFERENCES record_overview_layouts(id) ON DELETE CASCADE,false,false
public,agent_v1_record_layout_apply_audit_org_id_fkey,FOREIGN KEY,public,agent_v1_record_layout_apply_audit,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE CASCADE,false,false
public,agent_v1_record_layout_apply_audit_pkey,PRIMARY KEY,public,agent_v1_record_layout_apply_audit,PRIMARY KEY (id),false,false
public,chk_agent_v1_rl_apply_terminal,CHECK,public,agent_v1_record_layout_apply_audit,"CHECK (terminal_status = ANY (ARRAY['success'::text, 'failed'::text]))",false,false
public,fk_agent_v1_rl_apply_proposal,FOREIGN KEY,public,agent_v1_record_layout_apply_audit,FOREIGN KEY (proposal_id) REFERENCES agent_v1_record_layout_proposals(proposal_id) ON DELETE CASCADE,false,false
public,ux_agent_v1_rl_apply_result_id,UNIQUE,public,agent_v1_record_layout_apply_audit,UNIQUE (result_id),false,false
public,agent_v1_record_layout_proposals_org_id_fkey,FOREIGN KEY,public,agent_v1_record_layout_proposals,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE CASCADE,false,false
public,agent_v1_record_layout_proposals_pkey,PRIMARY KEY,public,agent_v1_record_layout_proposals,PRIMARY KEY (id),false,false
public,agent_v1_record_layout_proposals_record_overview_layout_id_fkey,FOREIGN KEY,public,agent_v1_record_layout_proposals,FOREIGN KEY (record_overview_layout_id) REFERENCES record_overview_layouts(id) ON DELETE CASCADE,false,false
public,ux_agent_v1_rl_proposals_proposal_id,UNIQUE,public,agent_v1_record_layout_proposals,UNIQUE (proposal_id),false,false
public,agent_v2_field_visibility_apply_audit_field_definition_id_fkey,FOREIGN KEY,public,agent_v2_field_visibility_apply_audit,FOREIGN KEY (field_definition_id) REFERENCES field_definitions(id) ON DELETE CASCADE,false,false
public,agent_v2_field_visibility_apply_audit_org_id_fkey,FOREIGN KEY,public,agent_v2_field_visibility_apply_audit,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE CASCADE,false,false
public,agent_v2_field_visibility_apply_audit_pkey,PRIMARY KEY,public,agent_v2_field_visibility_apply_audit,PRIMARY KEY (id),false,false
public,chk_agent_v2_fv_apply_terminal,CHECK,public,agent_v2_field_visibility_apply_audit,"CHECK (terminal_status = ANY (ARRAY['success'::text, 'failed'::text]))",false,false
public,fk_agent_v2_fv_apply_proposal,FOREIGN KEY,public,agent_v2_field_visibility_apply_audit,FOREIGN KEY (proposal_id) REFERENCES agent_v2_field_visibility_proposals(proposal_id) ON DELETE CASCADE,false,false
public,ux_agent_v2_fv_apply_result_id,UNIQUE,public,agent_v2_field_visibility_apply_audit,UNIQUE (result_id),false,false
public,agent_v2_field_visibility_proposals_field_definition_id_fkey,FOREIGN KEY,public,agent_v2_field_visibility_proposals,FOREIGN KEY (field_definition_id) REFERENCES field_definitions(id) ON DELETE CASCADE,false,false
public,agent_v2_field_visibility_proposals_org_id_fkey,FOREIGN KEY,public,agent_v2_field_visibility_proposals,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE CASCADE,false,false
public,agent_v2_field_visibility_proposals_pkey,PRIMARY KEY,public,agent_v2_field_visibility_proposals,PRIMARY KEY (id),false,false
public,ux_agent_v2_fv_proposals_proposal_id,UNIQUE,public,agent_v2_field_visibility_proposals,UNIQUE (proposal_id),false,false
public,app_users_auth_user_id_key,UNIQUE,public,app_users,UNIQUE (auth_user_id),false,false
public,app_users_id_fkey,FOREIGN KEY,public,app_users,FOREIGN KEY (id) REFERENCES auth.users(id) ON DELETE CASCADE,false,false
public,app_users_org_id_fkey,FOREIGN KEY,public,app_users,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE RESTRICT,false,false
public,app_users_pkey,PRIMARY KEY,public,app_users,PRIMARY KEY (id),false,false
public,app_users_role_check,CHECK,public,app_users,"CHECK (role = ANY (ARRAY['admin'::text, 'ops'::text, 'vendor_owner'::text, 'vendor_worker'::text]))",false,false
public,app_users_vendor_id_fkey,FOREIGN KEY,public,app_users,FOREIGN KEY (vendor_id) REFERENCES vendors(id) ON DELETE SET NULL,false,false
public,assignment_statuses_key_key,UNIQUE,public,assignment_statuses,UNIQUE (key),false,false
public,assignment_statuses_pkey,PRIMARY KEY,public,assignment_statuses,PRIMARY KEY (id),false,false
public,assignments_assignment_status_id_fkey,FOREIGN KEY,public,assignments,FOREIGN KEY (assignment_status_id) REFERENCES assignment_statuses(id) ON DELETE SET NULL,false,false
public,assignments_job_id_fkey,FOREIGN KEY,public,assignments,FOREIGN KEY (job_id) REFERENCES jobs(id) ON DELETE CASCADE,false,false
public,assignments_org_id_fkey,FOREIGN KEY,public,assignments,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE RESTRICT,false,false
public,assignments_pkey,PRIMARY KEY,public,assignments,PRIMARY KEY (id),false,false
public,assignments_schedule_id_fkey,FOREIGN KEY,public,assignments,FOREIGN KEY (schedule_id) REFERENCES schedules(id) ON DELETE CASCADE,false,false
public,assignments_vendor_id_fkey,FOREIGN KEY,public,assignments,FOREIGN KEY (vendor_id) REFERENCES vendors(id) ON DELETE RESTRICT,false,false
public,assignments_vendor_user_id_fkey,FOREIGN KEY,public,assignments,FOREIGN KEY (vendor_user_id) REFERENCES vendor_users(id) ON DELETE SET NULL,false,false
public,campaigns_pkey,PRIMARY KEY,public,campaigns,PRIMARY KEY (id),false,false
public,charge_line_items_amount_cents_nonzero_chk,CHECK,public,charge_line_items,CHECK (amount_cents <> 0),false,false
public,charge_line_items_charge_id_fkey,FOREIGN KEY,public,charge_line_items,FOREIGN KEY (charge_id) REFERENCES charges(id) ON DELETE CASCADE,false,false
public,charge_line_items_job_line_item_id_fkey,FOREIGN KEY,public,charge_line_items,FOREIGN KEY (job_line_item_id) REFERENCES job_line_items(id) ON DELETE SET NULL,false,false
public,charge_line_items_org_id_fkey,FOREIGN KEY,public,charge_line_items,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE RESTRICT,false,false
public,charge_line_items_pkey,PRIMARY KEY,public,charge_line_items,PRIMARY KEY (id),false,false
public,charges_amount_cents_nonzero_chk,CHECK,public,charges,CHECK (amount_cents <> 0),false,false
public,charges_charge_type_chk,CHECK,public,charges,"CHECK (charge_type = ANY (ARRAY['service'::text, 'fee'::text, 'adjustment'::text, 'cancellation_fee'::text]))",false,false
public,charges_job_id_fkey,FOREIGN KEY,public,charges,FOREIGN KEY (job_id) REFERENCES jobs(id) ON DELETE RESTRICT,false,false
public,charges_org_id_fkey,FOREIGN KEY,public,charges,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE RESTRICT,false,false
public,charges_pkey,PRIMARY KEY,public,charges,PRIMARY KEY (id),false,false
public,charges_schedule_id_fkey,FOREIGN KEY,public,charges,FOREIGN KEY (schedule_id) REFERENCES schedules(id) ON DELETE SET NULL,false,false
public,charges_source_charge_id_fkey,FOREIGN KEY,public,charges,FOREIGN KEY (source_charge_id) REFERENCES charges(id) ON DELETE SET NULL,false,false
public,charges_status_chk,CHECK,public,charges,"CHECK (status = ANY (ARRAY['draft'::text, 'posted'::text, 'partially_paid'::text, 'paid'::text, 'void'::text]))",false,false
public,charges_subscription_id_fkey,FOREIGN KEY,public,charges,FOREIGN KEY (subscription_id) REFERENCES customer_subscriptions(id) ON DELETE SET NULL,false,false
public,cleaning_job_addons_addon_type_id_fkey,FOREIGN KEY,public,cleaning_job_addons,FOREIGN KEY (addon_type_id) REFERENCES addon_types(id) ON DELETE RESTRICT,false,false
public,cleaning_job_addons_job_id_fkey,FOREIGN KEY,public,cleaning_job_addons,FOREIGN KEY (job_id) REFERENCES jobs(id) ON DELETE CASCADE,false,false
public,cleaning_job_addons_pkey,PRIMARY KEY,public,cleaning_job_addons,"PRIMARY KEY (job_id, addon_type_id)",false,false
public,cleaning_job_details_addon_frequency_id_fkey,FOREIGN KEY,public,cleaning_job_details,FOREIGN KEY (addon_frequency_id) REFERENCES addon_frequencies(id) ON DELETE SET NULL,false,false
public,cleaning_job_details_job_id_fkey,FOREIGN KEY,public,cleaning_job_details,FOREIGN KEY (job_id) REFERENCES jobs(id) ON DELETE CASCADE,false,false
public,cleaning_job_details_pkey,PRIMARY KEY,public,cleaning_job_details,PRIMARY KEY (job_id),false,false
public,cleaning_job_details_service_type_id_fkey,FOREIGN KEY,public,cleaning_job_details,FOREIGN KEY (service_type_id) REFERENCES cleaning_service_types(id) ON DELETE SET NULL,false,false
public,cleaning_service_types_key_key,UNIQUE,public,cleaning_service_types,UNIQUE (key),false,false
public,cleaning_service_types_pkey,PRIMARY KEY,public,cleaning_service_types,PRIMARY KEY (id),false,false
public,communication_message_reads_message_id_fkey,FOREIGN KEY,public,communication_message_reads,FOREIGN KEY (message_id) REFERENCES communication_messages(id) ON DELETE CASCADE,false,false
public,communication_message_reads_org_id_fkey,FOREIGN KEY,public,communication_message_reads,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE CASCADE,false,false
public,communication_message_reads_pkey,PRIMARY KEY,public,communication_message_reads,"PRIMARY KEY (message_id, user_id)",false,false
public,communication_messages_channel_check,CHECK,public,communication_messages,"CHECK (channel = ANY (ARRAY['sms'::text, 'email'::text, 'in_app'::text]))",false,false
public,communication_messages_communication_provider_binding_id_fkey,FOREIGN KEY,public,communication_messages,FOREIGN KEY (communication_provider_binding_id) REFERENCES communication_provider_bindings(id) ON DELETE SET NULL,false,false
public,communication_messages_direction_check,CHECK,public,communication_messages,"CHECK (direction = ANY (ARRAY['inbound'::text, 'outbound'::text]))",false,false
public,communication_messages_org_id_fkey,FOREIGN KEY,public,communication_messages,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE CASCADE,false,false
public,communication_messages_pkey,PRIMARY KEY,public,communication_messages,PRIMARY KEY (id),false,false
public,communication_messages_thread_id_fkey,FOREIGN KEY,public,communication_messages,FOREIGN KEY (thread_id) REFERENCES communication_threads(id) ON DELETE CASCADE,false,false
public,communication_messages_workflow_run_id_fkey,FOREIGN KEY,public,communication_messages,FOREIGN KEY (workflow_run_id) REFERENCES workflow_runs(id) ON DELETE SET NULL,false,false
public,communication_provider_bindings_channel_check,CHECK,public,communication_provider_bindings,"CHECK (channel = ANY (ARRAY['sms'::text, 'email'::text]))",false,false
public,communication_provider_bindings_location_id_fkey,FOREIGN KEY,public,communication_provider_bindings,FOREIGN KEY (location_id) REFERENCES locations(id) ON DELETE SET NULL,false,false
public,communication_provider_bindings_org_id_fkey,FOREIGN KEY,public,communication_provider_bindings,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE CASCADE,false,false
public,communication_provider_bindings_pkey,PRIMARY KEY,public,communication_provider_bindings,PRIMARY KEY (id),false,false
public,communication_provider_bindings_scope_check,CHECK,public,communication_provider_bindings,"CHECK (scope = ANY (ARRAY['org'::text, 'location'::text, 'user'::text]))",false,false
public,communication_provider_bindings_status_check,CHECK,public,communication_provider_bindings,"CHECK (status = ANY (ARRAY['active'::text, 'disabled'::text, 'pending_verification'::text]))",false,false
public,communication_threads_channel_check,CHECK,public,communication_threads,"CHECK (channel = ANY (ARRAY['sms'::text, 'email'::text, 'in_app'::text]))",false,false
public,communication_threads_identity_uq,UNIQUE,public,communication_threads,"UNIQUE (org_id, primary_entity_type, primary_entity_id, channel, recipient_key)",false,false
public,communication_threads_location_id_fkey,FOREIGN KEY,public,communication_threads,FOREIGN KEY (location_id) REFERENCES locations(id) ON DELETE SET NULL,false,false
public,communication_threads_org_id_fkey,FOREIGN KEY,public,communication_threads,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE CASCADE,false,false
public,communication_threads_pkey,PRIMARY KEY,public,communication_threads,PRIMARY KEY (id),false,false
public,contact_tags_contact_id_fkey,FOREIGN KEY,public,contact_tags,FOREIGN KEY (contact_id) REFERENCES contacts(id) ON DELETE CASCADE,false,false
public,contact_tags_pkey,PRIMARY KEY,public,contact_tags,"PRIMARY KEY (contact_id, tag_id)",false,false
public,contact_tags_tag_id_fkey,FOREIGN KEY,public,contact_tags,FOREIGN KEY (tag_id) REFERENCES tags(id) ON DELETE CASCADE,false,false
public,contacts_customer_id_fkey,FOREIGN KEY,public,contacts,FOREIGN KEY (customer_id) REFERENCES customers(id) ON DELETE SET NULL,false,false
public,contacts_org_id_fkey,FOREIGN KEY,public,contacts,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE RESTRICT,false,false
public,contacts_pkey,PRIMARY KEY,public,contacts,PRIMARY KEY (id),false,false
public,contacts_vendor_id_fkey,FOREIGN KEY,public,contacts,FOREIGN KEY (vendor_id) REFERENCES vendors(id) ON DELETE SET NULL,false,false
public,fk_contacts_person_id,FOREIGN KEY,public,contacts,FOREIGN KEY (person_id) REFERENCES persons(id) ON DELETE SET NULL,false,false
public,customer_member_contact_roles_org_id_fkey,FOREIGN KEY,public,customer_member_contact_roles,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE CASCADE,false,false
public,customer_member_contact_roles_pkey,PRIMARY KEY,public,customer_member_contact_roles,PRIMARY KEY (id),false,false
public,customer_member_contact_roles_unique,UNIQUE,public,customer_member_contact_roles,"UNIQUE (org_id, role_key)",false,false
public,customer_member_contacts_contact_id_fkey,FOREIGN KEY,public,customer_member_contacts,FOREIGN KEY (contact_id) REFERENCES contacts(id) ON DELETE CASCADE,false,false
public,customer_member_contacts_customer_id_fkey,FOREIGN KEY,public,customer_member_contacts,FOREIGN KEY (customer_id) REFERENCES customers(id) ON DELETE CASCADE,false,false
public,customer_member_contacts_customer_member_id_fkey,FOREIGN KEY,public,customer_member_contacts,FOREIGN KEY (customer_member_id) REFERENCES customer_members(id) ON DELETE CASCADE,false,false
public,customer_member_contacts_org_id_fkey,FOREIGN KEY,public,customer_member_contacts,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE CASCADE,false,false
public,customer_member_contacts_pkey,PRIMARY KEY,public,customer_member_contacts,PRIMARY KEY (id),false,false
public,customer_member_contacts_unique,UNIQUE,public,customer_member_contacts,"UNIQUE (org_id, customer_member_id, contact_id, role_key)",false,false
public,customer_member_relationship_types_org_id_fkey,FOREIGN KEY,public,customer_member_relationship_types,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE CASCADE,false,false
public,customer_member_relationship_types_pkey,PRIMARY KEY,public,customer_member_relationship_types,PRIMARY KEY (id),false,false
public,customer_members_customer_id_fkey,FOREIGN KEY,public,customer_members,FOREIGN KEY (customer_id) REFERENCES customers(id) ON DELETE CASCADE,false,false
public,customer_members_org_id_fkey,FOREIGN KEY,public,customer_members,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE CASCADE,false,false
public,customer_members_pkey,PRIMARY KEY,public,customer_members,PRIMARY KEY (id),false,false
public,fk_customer_members_person_id,FOREIGN KEY,public,customer_members,FOREIGN KEY (person_id) REFERENCES persons(id) ON DELETE SET NULL,false,false
public,customer_payment_methods_customer_id_fkey,FOREIGN KEY,public,customer_payment_methods,FOREIGN KEY (customer_id) REFERENCES customers(id),false,false
public,customer_payment_methods_customer_id_stripe_payment_method__key,UNIQUE,public,customer_payment_methods,"UNIQUE (customer_id, stripe_payment_method_id)",false,false
public,customer_payment_methods_pkey,PRIMARY KEY,public,customer_payment_methods,PRIMARY KEY (id),false,false
public,customer_person_role_types_pkey,PRIMARY KEY,public,customer_person_role_types,PRIMARY KEY (id),false,false
public,fk_customer_person_role_types_industry,FOREIGN KEY,public,customer_person_role_types,FOREIGN KEY (industry_id) REFERENCES industries(id) ON DELETE CASCADE,false,false
public,fk_customer_person_role_types_vertical,FOREIGN KEY,public,customer_person_role_types,FOREIGN KEY (vertical_id) REFERENCES verticals(id) ON DELETE CASCADE,false,false
public,customer_persons_pkey,PRIMARY KEY,public,customer_persons,PRIMARY KEY (id),false,false
public,fk_customer_persons_customer,FOREIGN KEY,public,customer_persons,FOREIGN KEY (customer_id) REFERENCES customers(id) ON DELETE CASCADE,false,false
public,fk_customer_persons_person,FOREIGN KEY,public,customer_persons,FOREIGN KEY (person_id) REFERENCES persons(id) ON DELETE CASCADE,false,false
public,uq_customer_persons_unique,UNIQUE,public,customer_persons,"UNIQUE (org_id, customer_id, person_id, role_type)",false,false
public,customer_subscriptions_customer_id_fkey,FOREIGN KEY,public,customer_subscriptions,FOREIGN KEY (customer_id) REFERENCES customers(id) ON DELETE CASCADE,false,false
public,customer_subscriptions_pkey,PRIMARY KEY,public,customer_subscriptions,PRIMARY KEY (id),false,false
public,customer_subscriptions_primary_contact_id_fkey,FOREIGN KEY,public,customer_subscriptions,FOREIGN KEY (primary_contact_id) REFERENCES contacts(id),false,false
public,customer_subscriptions_vertical_id_fkey,FOREIGN KEY,public,customer_subscriptions,FOREIGN KEY (vertical_id) REFERENCES verticals(id),false,false
public,customer_tags_customer_id_fkey,FOREIGN KEY,public,customer_tags,FOREIGN KEY (customer_id) REFERENCES customers(id) ON DELETE CASCADE,false,false
public,customer_tags_pkey,PRIMARY KEY,public,customer_tags,"PRIMARY KEY (customer_id, tag_id)",false,false
public,customer_tags_tag_id_fkey,FOREIGN KEY,public,customer_tags,FOREIGN KEY (tag_id) REFERENCES tags(id) ON DELETE CASCADE,false,false
public,customer_vertical_job_counters_pkey,PRIMARY KEY,public,customer_vertical_job_counters,"PRIMARY KEY (customer_id, vertical_id)",false,false
public,uniq_counter_per_customer_vertical,UNIQUE,public,customer_vertical_job_counters,"UNIQUE (customer_id, vertical_id)",false,false
public,customers_org_id_fkey,FOREIGN KEY,public,customers,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE RESTRICT,false,false
public,customers_pkey,PRIMARY KEY,public,customers,PRIMARY KEY (id),false,false
public,customers_primary_contact_id_fkey,FOREIGN KEY,public,customers,FOREIGN KEY (primary_contact_id) REFERENCES contacts(id) ON DELETE SET NULL,false,false
public,customers_vertical_id_fkey,FOREIGN KEY,public,customers,FOREIGN KEY (vertical_id) REFERENCES verticals(id) ON DELETE RESTRICT,false,false
public,departments_key_nonempty,CHECK,public,departments,CHECK (btrim(key) <> ''::text),false,false
public,departments_name_nonempty,CHECK,public,departments,CHECK (btrim(name) <> ''::text),false,false
public,departments_org_id_fkey,FOREIGN KEY,public,departments,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE RESTRICT,false,false
public,departments_pkey,PRIMARY KEY,public,departments,PRIMARY KEY (id),false,false
public,uq_departments_org_key,UNIQUE,public,departments,"UNIQUE (org_id, key)",false,false
public,discount_applications_customer_id_fkey,FOREIGN KEY,public,discount_applications,FOREIGN KEY (customer_id) REFERENCES customers(id) ON DELETE SET NULL,false,false
public,discount_applications_customer_subscription_id_fkey,FOREIGN KEY,public,discount_applications,FOREIGN KEY (customer_subscription_id) REFERENCES customer_subscriptions(id) ON DELETE SET NULL,false,false
public,discount_applications_discount_amount_cents_check,CHECK,public,discount_applications,CHECK (discount_amount_cents >= 0),false,false
public,discount_applications_discount_commitment_id_fkey,FOREIGN KEY,public,discount_applications,FOREIGN KEY (discount_commitment_id) REFERENCES discount_commitments(id) ON DELETE SET NULL,false,false
public,discount_applications_discount_program_id_fkey,FOREIGN KEY,public,discount_applications,FOREIGN KEY (discount_program_id) REFERENCES discount_programs(id) ON DELETE RESTRICT,false,false
public,discount_applications_job_id_fkey,FOREIGN KEY,public,discount_applications,FOREIGN KEY (job_id) REFERENCES jobs(id) ON DELETE SET NULL,false,false
public,discount_applications_opportunity_id_fkey,FOREIGN KEY,public,discount_applications,FOREIGN KEY (opportunity_id) REFERENCES opportunities(id) ON DELETE SET NULL,false,false
public,discount_applications_org_id_fkey,FOREIGN KEY,public,discount_applications,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE RESTRICT,false,false
public,discount_applications_pkey,PRIMARY KEY,public,discount_applications,PRIMARY KEY (id),false,false
public,discount_applications_source_check,CHECK,public,discount_applications,"CHECK (source = ANY (ARRAY['system'::text, 'admin'::text, 'workflow'::text, 'api'::text, 'code'::text, 'migration'::text]))",false,false
public,discount_applications_status_check,CHECK,public,discount_applications,"CHECK (status = ANY (ARRAY['proposed'::text, 'applied'::text, 'reversed'::text, 'expired'::text, 'void'::text]))",false,false
public,discount_applications_target_entity_type_check,CHECK,public,discount_applications,"CHECK (target_entity_type = ANY (ARRAY['opportunity'::text, 'job'::text, 'customer_subscription'::text, 'invoice'::text, 'payment'::text]))",false,false
public,discount_codes_code_key,UNIQUE,public,discount_codes,UNIQUE (code),false,false
public,discount_codes_code_unique,UNIQUE,public,discount_codes,UNIQUE (code),false,false
public,discount_codes_discount_type_check,CHECK,public,discount_codes,"CHECK (discount_type = ANY (ARRAY['percent'::text, 'fixed'::text]))",false,false
public,discount_codes_discount_value_check,CHECK,public,discount_codes,CHECK (discount_value >= 0::numeric),false,false
public,discount_codes_pkey,PRIMARY KEY,public,discount_codes,PRIMARY KEY (id),false,false
public,uniq_discount_codes_code,UNIQUE,public,discount_codes,UNIQUE (code),false,false
public,discount_commitments_breach_policy_check,CHECK,public,discount_commitments,"CHECK (breach_policy = ANY (ARRAY['none'::text, 'charge_back'::text, 'convert_to_credit'::text, 'manual_review'::text]))",false,false
public,discount_commitments_completed_service_count_check,CHECK,public,discount_commitments,CHECK (completed_service_count >= 0),false,false
public,discount_commitments_customer_id_fkey,FOREIGN KEY,public,discount_commitments,FOREIGN KEY (customer_id) REFERENCES customers(id) ON DELETE RESTRICT,false,false
public,discount_commitments_customer_subscription_id_fkey,FOREIGN KEY,public,discount_commitments,FOREIGN KEY (customer_subscription_id) REFERENCES customer_subscriptions(id) ON DELETE SET NULL,false,false
public,discount_commitments_discount_program_id_fkey,FOREIGN KEY,public,discount_commitments,FOREIGN KEY (discount_program_id) REFERENCES discount_programs(id) ON DELETE RESTRICT,false,false
public,discount_commitments_granted_application_fkey,FOREIGN KEY,public,discount_commitments,FOREIGN KEY (granted_discount_application_id) REFERENCES discount_applications(id) ON DELETE SET NULL,false,false
public,discount_commitments_org_id_fkey,FOREIGN KEY,public,discount_commitments,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE RESTRICT,false,false
public,discount_commitments_pkey,PRIMARY KEY,public,discount_commitments,PRIMARY KEY (id),false,false
public,discount_commitments_progress_chk,CHECK,public,discount_commitments,CHECK (completed_service_count <= required_service_count),false,false
public,discount_commitments_required_service_count_check,CHECK,public,discount_commitments,CHECK (required_service_count > 0),false,false
public,discount_commitments_status_check,CHECK,public,discount_commitments,"CHECK (status = ANY (ARRAY['pending'::text, 'active'::text, 'fulfilled'::text, 'breached'::text, 'expired'::text, 'canceled'::text]))",false,false
public,discount_commitments_window_chk,CHECK,public,discount_commitments,CHECK (window_end_at >= window_start_at),false,false
public,discount_program_benefits_amount_cents_check,CHECK,public,discount_program_benefits,CHECK (amount_cents IS NULL OR amount_cents >= 0),false,false
public,discount_program_benefits_applies_to_check,CHECK,public,discount_program_benefits,"CHECK (applies_to = ANY (ARRAY['order'::text, 'service'::text, 'first_service'::text, 'nth_service'::text, 'addon'::text]))",false,false
