trigger_catalog,trigger_schema,event_object_schema,event_object_table,trigger_name,event_manipulation,action_timing,action_orientation,action_condition,action_order,full_trigger_definition
postgres,public,public,user_access_profiles,trg_user_access_profiles_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_user_access_profiles_updated_at BEFORE UPDATE ON user_access_profiles FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,user_department_access,trg_user_department_access_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_user_department_access_updated_at BEFORE UPDATE ON user_department_access FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,user_department_access,trg_validate_user_department_access_org_match,INSERT,BEFORE,ROW,,1,CREATE TRIGGER trg_validate_user_department_access_org_match BEFORE INSERT OR UPDATE ON user_department_access FOR EACH ROW EXECUTE FUNCTION validate_user_department_access_org_match()
postgres,public,public,user_department_access,trg_validate_user_department_access_org_match,UPDATE,BEFORE,ROW,,2,CREATE TRIGGER trg_validate_user_department_access_org_match BEFORE INSERT OR UPDATE ON user_department_access FOR EACH ROW EXECUTE FUNCTION validate_user_department_access_org_match()
postgres,public,public,user_profiles,trg_user_profiles_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_user_profiles_updated_at BEFORE UPDATE ON user_profiles FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,user_site_access,trg_user_site_access_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_user_site_access_updated_at BEFORE UPDATE ON user_site_access FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,user_site_access,trg_validate_user_site_access_site_and_org,INSERT,BEFORE,ROW,,1,CREATE TRIGGER trg_validate_user_site_access_site_and_org BEFORE INSERT OR UPDATE ON user_site_access FOR EACH ROW EXECUTE FUNCTION validate_user_site_access_site_and_org()
postgres,public,public,user_site_access,trg_validate_user_site_access_site_and_org,UPDATE,BEFORE,ROW,,2,CREATE TRIGGER trg_validate_user_site_access_site_and_org BEFORE INSERT OR UPDATE ON user_site_access FOR EACH ROW EXECUTE FUNCTION validate_user_site_access_site_and_org()
postgres,public,public,vendor_users,trg_vendor_users_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_vendor_users_updated_at BEFORE UPDATE ON vendor_users FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,vendors,trg_assign_org_record_number_vendors,INSERT,BEFORE,ROW,,1,CREATE TRIGGER trg_assign_org_record_number_vendors BEFORE INSERT ON vendors FOR EACH ROW EXECUTE FUNCTION trg_assign_org_scoped_record_number()
postgres,public,public,vendors,trg_vendor_primary_contact_link,INSERT,AFTER,ROW,,1,CREATE TRIGGER trg_vendor_primary_contact_link AFTER INSERT OR UPDATE OF primary_contact_id ON vendors FOR EACH ROW EXECUTE FUNCTION ensure_vendor_primary_contact_link()
postgres,public,public,vendors,trg_vendor_primary_contact_link,UPDATE,AFTER,ROW,,1,CREATE TRIGGER trg_vendor_primary_contact_link AFTER INSERT OR UPDATE OF primary_contact_id ON vendors FOR EACH ROW EXECUTE FUNCTION ensure_vendor_primary_contact_link()
postgres,public,public,vendors,trg_vendors_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_vendors_updated_at BEFORE UPDATE ON vendors FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,verticals,trg_verticals_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_verticals_updated_at BEFORE UPDATE ON verticals FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,workflow_runs,trg_workflow_runs_set_org_id,INSERT,BEFORE,ROW,,1,CREATE TRIGGER trg_workflow_runs_set_org_id BEFORE INSERT ON workflow_runs FOR EACH ROW EXECUTE FUNCTION workflow_runs_set_org_id()
postgres,public,public,workflows,set_workflows_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER set_workflows_updated_at BEFORE UPDATE ON workflows FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,workspace_kpi_placement,set_workspace_kpi_placement_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER set_workspace_kpi_placement_updated_at BEFORE UPDATE ON workspace_kpi_placement FOR EACH ROW EXECUTE FUNCTION set_updated_at()
